SchoolCode,SchoolName,StreetNumber,StreetName,SuburbId,StateId,CountryId,LevelOfSchooling,Latitude,Longitude,SchoolSpecialtyType,SchoolSubType,SchoolGender,ICSEAValue
8884,Epping Boys High School,213,Vimiera Road,7744,5,2,Secondary School,-33.769453,151.099645,Comprehensive,Year 7 to Year 12,Boys,1111
4038,Epping Heights Public School,128,Kent Street,4235,5,2,Primary School,-33.762695,151.074080,Comprehensive,Kinder to Year 6,Coed,1166
4165,Epping North Public School,10,Jacobs Close,9419,5,2,Primary School,-33.757643,151.095425,Comprehensive,Kinder to Year 6,Coed,1163
1850,Epping Public School,29,Epping Road,4235,5,2,Primary School,-33.770727,151.087878,Comprehensive,Kinder to Year 6,Coed,1159
1851,Epping West Public School,104,Carlingford Road,4235,5,2,Primary School,-33.772789,151.068048,Comprehensive,Kinder to Year 6,Coed,1174
1856,Erina Heights Public School,2,Serpentine Road,4249,5,2,Primary School,-33.428028,151.413585,Comprehensive,Kinder to Year 6,Coed,1080
8405,Erina High School,152,The Entrance Road,4247,5,2,Secondary School,-33.440279,151.381503,Comprehensive,Year 7 to Year 12,Coed,982
1860,Ermington Public School,14,Winbourne Street,13395,5,2,Primary School,-33.804749,151.071574,Comprehensive,Kinder to Year 6,Coed,1101
4125,Ermington West Public School,8,Vignes Street,4254,5,2,Primary School,-33.805894,151.058368,Comprehensive,Kinder to Year 6,Coed,991
8590,Erskine Park High School,82,Swallow Drive,4262,5,2,Secondary School,-33.807899,150.802962,Comprehensive,Year 7 to Year 12,Coed,972
4147,Erskineville Public School,20,Malcolm Street,4263,5,2,Primary School,-33.900881,151.186112,Comprehensive,Kinder to Year 6,Coed,1165
4558,Eschol Park Public School,45A,Eschol Park Drive,4267,5,2,Primary School,-34.028340,150.810838,Comprehensive,Kinder to Year 6,Coed,972
1864,Ettalong Public School,NULL,NULL,4283,5,2,Primary School,-33.513539,151.332702,Comprehensive,Kinder to Year 6,Coed,958
1867,Euabalong West Public School,16,Uabba Street,4288,5,2,Primary School,-33.055830,146.397128,Comprehensive,Kinder to Year 6,Coed,802
1869,Euchareena Public School,6,Walter Street,4292,5,2,Primary School,-32.937204,149.091542,Comprehensive,Kinder to Year 6,Coed,NULL
1870,Eugowra Public School,3,Hill Street,4299,5,2,Primary School,-33.423082,148.369286,Comprehensive,Kinder to Year 6,Coed,912
1873,Eumungerie Public School,11,Moonul Street,4309,5,2,Primary School,-31.951152,148.621075,Comprehensive,Kinder to Year 6,Coed,816
1874,Eungai Public School,78,Main Street,4310,5,2,Primary School,-30.832071,152.874284,Comprehensive,Kinder to Year 6,Coed,939
1879,Eureka Public School,432,Eureka Road,4318,5,2,Primary School,-28.687657,153.439223,Comprehensive,Kinder to Year 6,Coed,1113
1883,Eurongilly Public School,1362,Eurongilly Road,4330,5,2,Primary School,-34.910170,147.780957,Comprehensive,Kinder to Year 6,Coed,1032
1885,Euston Public School,NULL,NULL,4332,5,2,Primary School,-34.575588,142.744248,Comprehensive,Kinder to Year 6,Coed,910
8420,Evans High School,166,Walters Road,1169,5,2,Secondary School,-33.786512,150.889725,Comprehensive,Year 7 to Year 12,Coed,939
1886,Evans River Community School,60,Cypress Street,4335,5,2,Central/Community School,-29.113492,153.424683,Comprehensive,Kinder to Year 12,Coed,916
1890,Excelsior Public School,80,Excelsior Avenue,2445,5,2,Primary School,-33.740444,150.990408,Comprehensive,Kinder to Year 6,Coed,1110
1891,Exeter Public School,41,School Lane,4359,5,2,Primary School,-34.616120,150.321828,Comprehensive,Kinder to Year 6,Coed,1070
1894,Fairfax Public School,2227,Harparary Road,7784,5,2,Primary School,-30.493351,150.131265,Comprehensive,Kinder to Year 6,Coed,1016
3632,Fairfield Heights Public School,124,Camden Street,4373,5,2,Primary School,-33.866094,150.940272,Comprehensive,Kinder to Year 6,Coed,935
8550,Fairfield High School,405,The Horsley Drive,4370,5,2,Secondary School,-33.865214,150.958647,Comprehensive,Year 7 to Year 12,Coed,888
1895,Fairfield Public School,68-82,Smart Street,4370,5,2,Primary School,-33.866847,150.955409,Comprehensive,Kinder to Year 6,Coed,912
1896,Fairfield West Public School,1,Palmerston Road,4374,5,2,Primary School,-33.868037,150.924762,Comprehensive,Kinder to Year 6,Coed,943
8456,Fairvale High School,1,Thorney Road,4374,5,2,Secondary School,-33.873614,150.929459,Comprehensive,Year 7 to Year 12,Coed,917
4009,Fairvale Public School,91,Cathcart Street,4370,5,2,Primary School,-33.876939,150.940718,Comprehensive,Kinder to Year 6,Coed,932
1898,Fairy Meadow Public School,NULL,NULL,4384,5,2,Primary School,-34.390469,150.892302,Comprehensive,Kinder to Year 6,Coed,987
1901,Falls Creek Public School,26,Vidler Road,4390,5,2,Primary School,-34.965439,150.593403,Comprehensive,Kinder to Year 6,Coed,894
3976,Farmborough Road Public School,56,Farmborough Road,12647,5,2,Primary School,-34.460322,150.834818,Comprehensive,Kinder to Year 6,Coed,926
8111,Farrer Memorial Agricultural High School,NULL,Unnamed Road,2111,5,2,Secondary School,-31.138453,150.979996,Agricultural,Year 7 to Year 12,Boys,993
1904,Fassifern Public School,9,Miller Road,4409,5,2,Primary School,-32.983398,151.582769,Comprehensive,Kinder to Year 6,Coed,896
4354,Faulconbridge Public School,43,Meeks Crescent,4411,5,2,Primary School,-33.691022,150.544693,Comprehensive,Kinder to Year 6,Coed,1046
4208,Fennell Bay Public School,2,Hely Avenue,4422,5,2,Primary School,-32.991749,151.601866,Comprehensive,Kinder to Year 6,Coed,896
3996,Fern Bay Public School,NULL,NULL,4425,5,2,Primary School,-32.871657,151.794739,Comprehensive,Kinder to Year 6,Coed,1022
5114,Ferncourt Public School,53,Thornley Street,7737,5,2,Primary School,-33.921393,151.151497,Comprehensive,Kinder to Year 6,Coed,1137
5768,Fernhill School,25,Ridgetop Drive,4988,5,2,Schools for Specific Purposes,-33.796286,150.676955,Comprehensive,Medium / High Support needs,Coed,NULL
2214,Fernleigh Public School,451,Fernleigh Road,4438,5,2,Primary School,-28.767650,153.498399,Comprehensive,Kinder to Year 6,Coed,1067
5428,Field of Mars Environmental Education Centre,85A,Westminster Road,4870,5,2,Environmental Education Centre,-33.816092,151.132849,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed,NULL
4462,Figtree Heights Public School,22,Stillness Road,4459,5,2,Primary School,-34.431526,150.855504,Comprehensive,Kinder to Year 6,Coed,1077
8449,Figtree High School,NULL,NULL,4459,5,2,Secondary School,-34.438352,150.855197,Comprehensive,Year 7 to Year 12,Coed,999
3964,Figtree Public School,130,Princes Highway,4459,5,2,Primary School,-34.440841,150.854443,Comprehensive,Kinder to Year 6,Coed,1023
1915,Fingal Head Public School,100,Letitia Road,4467,5,2,Primary School,-28.196814,153.565122,Comprehensive,Kinder to Year 6,Coed,871
8360,Finley High School,52,Tocumwal Street,4470,5,2,Secondary School,-35.640413,145.571271,Comprehensive,Year 7 to Year 12,Coed,964
3945,Finley Public School,21,Coree Street,4470,5,2,Primary School,-35.639399,145.574959,Comprehensive,Kinder to Year 6,Coed,965
5405,Fisher Road School,23,Lismore Avenue,3557,5,2,Schools for Specific Purposes,-33.746131,151.287466,Comprehensive,Medium / High Support needs,Coed,NULL
1920,Five Dock Public School,11,Lancelot Street,4500,5,2,Primary School,-33.866859,151.127318,Comprehensive,Kinder to Year 6,Coed,1080
5723,Five Islands School,14,Marmong Street,1403,5,2,Schools for Specific Purposes,-32.974054,151.611684,Comprehensive,Medium / High Support needs,Coed,NULL
8373,Five Islands Secondary College,192,Military Road,10307,5,2,Secondary School,-34.489274,150.913541,Senior College,Year 10 to Year 12,Coed,NULL
4463,Flinders Public School,22,Mummuga Close,4518,5,2,Primary School,-34.582182,150.850240,Comprehensive,Kinder to Year 6,Coed,996
4379,Floraville Public School,NULL,NULL,4528,5,2,Primary School,-33.014211,151.663835,Comprehensive,Kinder to Year 6,Coed,1025
8194,Forbes High School,18,Wyndham Avenue,4544,5,2,Secondary School,-33.364596,148.011352,Comprehensive,Year 7 to Year 12,Coed,888
4100,Forbes North Public School,1,Woods Street,4544,5,2,Primary School,-33.369929,148.001032,Comprehensive,Kinder to Year 6,Coed,867
1926,Forbes Public School,175,Lachlan Street,4544,5,2,Primary School,-33.387948,148.006385,Comprehensive,Kinder to Year 6,Coed,947
1930,Forest Hill Public School,NULL,NULL,4559,5,2,Primary School,-35.147875,147.467000,Comprehensive,Kinder to Year 6,Coed,943
1932,Forest Lodge Public School,231-233,Bridge Road,4561,5,2,Primary School,-33.882169,151.181597,Comprehensive,Kinder to Year 6,Coed,1149
4019,Forestville Public School,1246,Darley Street,4569,5,2,Primary School,-33.761582,151.212803,Comprehensive,Kinder to Year 6,Coed,1137
1936,Forster Public School,9,Hadley Street,4580,5,2,Primary School,-32.182470,152.524246,Comprehensive,Kinder to Year 6,Coed,936
8504,Fort Street High School,30,Andreas Street,10071,5,2,Secondary School,-33.890196,151.152900,Comprehensive,Year 7 to Year 12,Coed,1190
1937,Fort Street Public School,10,Upper Fort Street,8078,5,2,Primary School,-33.860427,151.204871,Comprehensive,Kinder to Year 6,Coed,1118
5562,Fowler Road School,72,Fowler Road,7974,5,2,Schools for Specific Purposes,-33.841497,150.975533,Comprehensive,Emotional disturbance,Coed,NULL
8439,Francis Greenway High School,5,Bangalay Close,13789,5,2,Secondary School,-32.796980,151.660770,Comprehensive,Year 7 to Year 12,Coed,918
4581,Frank Partridge VC Public School,NULL,NULL,9041,5,2,Primary School,-30.641818,152.986257,Comprehensive,Kinder to Year 6,Coed,823
4456,Franklin Public School,27,Snowy Mountains Highway,12544,5,2,Primary School,-35.315059,148.230502,Comprehensive,Kinder to Year 6,Coed,903
1943,Frederickton Public School,NULL,NULL,4632,5,2,Primary School,-31.033583,152.879353,Comprehensive,Kinder to Year 6,Coed,903
1944,Freemans Reach Public School,NULL,NULL,4637,5,2,Primary School,-33.558697,150.799309,Comprehensive,Kinder to Year 6,Coed,976
1946,Frenchs Forest Public School,8,Ann Street,4647,5,2,Primary School,-33.751516,151.224695,Comprehensive,Kinder to Year 6,Coed,1099
5685,G S Kidd Memorial School,14A,Walter Rodd Street,5380,5,2,Schools for Specific Purposes,-30.991687,150.252499,Comprehensive,Medium / High Support needs,Coed,NULL
5674,Gadara School,53,Bundara Crescent,12544,5,2,Schools for Specific Purposes,-35.316654,148.232519,Comprehensive,Medium / High Support needs,Coed,NULL
8481,Galston High School,403,Galston Road,4692,5,2,Secondary School,-33.660931,151.042348,Comprehensive,Year 7 to Year 12,Coed,1019
1952,Galston Public School,NULL,NULL,4692,5,2,Primary School,-33.648197,151.045170,Comprehensive,Kinder to Year 6,Coed,1068
1954,Ganmain Public School,41,Langham Street,4696,5,2,Primary School,-34.796923,147.040034,Comprehensive,Kinder to Year 6,Coed,874
1956,Garah Public School,34,Midkin Street,4700,5,2,Primary School,-29.077177,149.634928,Comprehensive,Kinder to Year 6,Coed,1016
4136,Garden Suburb Public School,2,Progress Place,4707,5,2,Primary School,-32.947882,151.682275,Comprehensive,Kinder to Year 6,Coed,1017
7418,Gardeners Road Public School,827,Botany Road,10814,5,2,Primary School,-33.920643,151.198034,Comprehensive,Kinder to Year 6,Coed,1019
5767,George Bass School,745,A22,709,5,2,Schools for Specific Purposes,-33.898788,150.994974,Comprehensive,Medium / High Support needs,Coed,NULL
3702,Georges Hall Public School,17,Pennington Avenue,4772,5,2,Primary School,-33.912435,150.992200,Comprehensive,Kinder to Year 6,Coed,1031
8813,Georges River College Hurstville Boys Campus,26,Orange Street,5903,5,2,Secondary School,-33.962826,151.109808,Junior College,Year 7 to Year 10,Boys,1001
8284,Georges River College Oatley Senior Campus,158,Hurstville Road,9644,5,2,Secondary School,-33.977001,151.081391,Senior College,Year 11 to Year 12,Coed,NULL
8408,Georges River College Peakhurst Campus,NULL,NULL,9976,5,2,Secondary School,-33.966882,151.056013,Junior College,Year 7 to Year 10,Coed,991
8857,Georges River College Penshurst Girls Campus,2-4,Saint Georges Road,10035,5,2,Secondary School,-33.964071,151.086010,Junior College,Year 7 to Year 10,Girls,1024
5430,Georges River Environmental Education Centre,30,Buckingham Crescent,2628,5,2,Environmental Education Centre,-33.910278,150.961511,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed,NULL
1969,Gerogery Public School,41,Coach Road,4790,5,2,Primary School,-35.832130,146.998143,Comprehensive,Kinder to Year 6,Coed,964
1971,Gerringong Public School,12,Archibald Road,4792,5,2,Primary School,-34.749384,150.821499,Comprehensive,Kinder to Year 6,Coed,1051
1972,Geurie Public School,72,Narragal Street,4794,5,2,Primary School,-32.396100,148.829450,Comprehensive,Kinder to Year 6,Coed,912
5714,Gibberagong Environmental Education Centre,NULL,Bobbin Head Road,8534,5,2,Environmental Education Centre,-33.667445,151.141740,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed,NULL
1978,Gilgai Public School,28,Schwenkes Lane,4824,5,2,Primary School,-29.852694,151.115555,Comprehensive,Kinder to Year 6,Coed,855
8349,Gilgandra High School,50,Eiraben Street,4825,5,2,Secondary School,-31.703431,148.666529,Comprehensive,Year 7 to Year 12,Coed,873
1979,Gilgandra Public School,10,Wrigley Street,4825,5,2,Primary School,-31.707981,148.664640,Comprehensive,Kinder to Year 6,Coed,796
1982,Gillieston Public School,100,Ryans Road,4835,5,2,Primary School,-32.752320,151.530713,Comprehensive,Kinder to Year 6,Coed,928
4421,Gillwinga Public School,NULL,NULL,11362,5,2,Primary School,-29.724385,152.933824,Comprehensive,Kinder to Year 6,Coed,762
1986,Girilambone Public School,NULL,Myall Street,4859,5,2,Primary School,-31.249670,146.908851,Comprehensive,Kinder to Year 6,Coed,892
5456,Girrakool School,10,McCabe Road,6318,5,2,Schools for Specific Purposes,-33.423700,151.296000,Comprehensive,Juvenile Justice establishment,Boys,NULL
8500,Girraween High School,110,Gilba Road,4863,5,2,Secondary School,-33.799890,150.944577,Comprehensive,Year 7 to Year 12,Coed,1183
1988,Girraween Public School,9,Bando Road,4863,5,2,Primary School,-33.799711,150.950356,Comprehensive,Kinder to Year 6,Coed,1098
1990,Gladesville Public School,NULL,NULL,4870,5,2,Primary School,-33.832977,151.125699,Comprehensive,Kinder to Year 6,Coed,1140
1991,Gladstone Public School,13,Kinchela Street,4872,5,2,Primary School,-31.026485,152.946508,Comprehensive,Kinder to Year 6,Coed,911
7419,Glebe Public School,NULL,NULL,4884,5,2,Primary School,-33.883685,151.190970,Comprehensive,Kinder to Year 6,Coed,1006
3903,Glen Alice Public School,37,Upper Nile Road,4887,5,2,Primary School,-33.040623,150.214727,Comprehensive,Kinder to Year 6,Coed,877
8114,Glen Innes High School,25,Edward Street,4908,5,2,Secondary School,-29.744294,151.742487,Comprehensive,Year 7 to Year 12,Coed,941
2005,Glen Innes Public School,153,Taylor Street,4908,5,2,Primary School,-29.735142,151.740989,Comprehensive,Kinder to Year 6,Coed,904
5116,Glen Innes West Infants School,30,Railway Street,4908,5,2,Infants School,-29.738734,151.723882,Comprehensive,Kinder to Year 2,Coed,NULL
2020,Glen William Public School,717,Glen William Road,4923,5,2,Primary School,-32.525391,151.797940,Comprehensive,Kinder to Year 6,Coed,939
1994,Glenbrook Public School,10,Park Street,4935,5,2,Primary School,-33.765996,150.621286,Comprehensive,Kinder to Year 6,Coed,1088
4207,Glendale East Public School,46,Clarence Street,4940,5,2,Primary School,-32.927568,151.654410,Comprehensive,Kinder to Year 6,Coed,934
8466,Glendale High School,30,Oakland Street,4940,5,2,Secondary School,-32.925928,151.642938,Technology,Year 7 to Year 12,Coed,943
4608,Glendenning Public School,135,Armitage Drive,4945,5,2,Primary School,-33.742230,150.852638,Comprehensive,Kinder to Year 6,Coed,999
4620,Glendore Public School,16,Glendore Parade,7763,5,2,Primary School,-32.873641,151.649712,Comprehensive,Kinder to Year 6,Coed,996
5401,Glenfield Park School,NULL,NULL,4959,5,2,Schools for Specific Purposes,-33.967931,150.878601,Comprehensive,Medium / High Support needs,Coed,NULL
2001,Glenfield Public School,54,Railway Parade,4959,5,2,Primary School,-33.971005,150.896584,Comprehensive,Kinder to Year 6,Coed,1039
2003,Glenhaven Public School,74A,Glenhaven Road,4971,5,2,Primary School,-33.700792,151.002882,Comprehensive,Kinder to Year 6,Coed,1098
8276,Glenmore Park High School,6,Naoi Place,4988,5,2,Secondary School,-33.791012,150.672564,Comprehensive,Year 7 to Year 12,Coed,969
4591,Glenmore Park Public School,33-41,The Lakes Drive,4988,5,2,Primary School,-33.783388,150.681117,Comprehensive,Kinder to Year 6,Coed,994
2009,Glenmore Road Public School,20,Cambridge Street,9803,5,2,Primary School,-33.881385,151.230233,Comprehensive,Kinder to Year 6,Coed,1201
2012,Glenorie Public School,23,Tecoma Drive,4996,5,2,Primary School,-33.599444,151.008082,Comprehensive,Kinder to Year 6,Coed,1034
2015,Glenquarry Public School,37,Tourist Road,5001,5,2,Primary School,-34.522335,150.483539,Comprehensive,Kinder to Year 6,Coed,1036
2016,Glenreagh Public School,21,Dorrigo Street,5003,5,2,Primary School,-30.053582,152.976339,Comprehensive,Kinder to Year 6,Coed,897
4020,Glenroi Heights Public School,NULL,NULL,9728,5,2,Primary School,-33.297205,149.112340,Comprehensive,Kinder to Year 6,Coed,758
4468,Glenroy Public School,NULL,NULL,5008,5,2,Primary School,-36.054590,146.917314,Comprehensive,Kinder to Year 6,Coed,898
5627,Glenvale School,109,Manns Road,9086,5,2,Schools for Specific Purposes,-33.406580,151.335729,Comprehensive,Medium / High Support needs,Coed,NULL
8268,Glenwood High School,NULL,NULL,5017,5,2,Secondary School,-33.733029,150.937429,Comprehensive,Year 7 to Year 12,Coed,1048
4529,Glenwood Public School,NULL,Belmont Road,4959,5,2,Primary School,-33.974542,150.903028,Comprehensive,Kinder to Year 6,Coed,998
2021,Glossodia Public School,148,Golden Valley Drive,5021,5,2,Primary School,-33.530504,150.765471,Comprehensive,Kinder to Year 6,Coed,967
8371,Gloucester High School,129,Ravenshaw Street,5023,5,2,Secondary School,-32.016661,151.959556,Comprehensive,Year 7 to Year 12,Coed,944
7303,Gloucester Public School,64,Barrington Street,5023,5,2,Primary School,-32.010211,151.961099,Comprehensive,Kinder to Year 6,Coed,946
