SchoolId,SchoolCode,SchoolName,StreetNumber,StreetName,Suburb,District,PostCode,State,Country,LevelOfSchooling,Latitude,Longitude,SchoolSpecialtyType,SchoolSubType,SchoolGender
1932,3222,Tirranna Public School,NULL,Braidwood Road,Tirrannaville,,2580,New South Wales,Australia,Primary School,-34.821486,149.682068,Comprehensive,Kinder to Year 6,Coed
1933,3225,Tocumwal Public School,32,Falkiner Street,Tocumwal,,2714,New South Wales,Australia,Primary School,-35.813862,145.568850,Comprehensive,Kinder to Year 6,Coed
1934,8502,Tomaree High School,NULL,NULL,Salamander Bay,,2317,New South Wales,Australia,Secondary School,-32.735884,152.112200,Comprehensive,Year 7 to Year 12,Coed
1935,2723,Tomaree Public School,194,Salamander Way,Salamander Bay,,2317,New South Wales,Australia,Primary School,-32.737699,152.113091,Comprehensive,Kinder to Year 6,Coed
1936,3226,Tomerong Public School,359,Hawken Road,Tomerong,,2540,New South Wales,Australia,Primary School,-35.054973,150.587182,Comprehensive,Kinder to Year 6,Coed
1937,3235,Tooleybuc Central School,87,Murray Street,Tooleybuc,,2736,New South Wales,Australia,Central/Community School,-35.026575,143.338058,Comprehensive,Kinder to Year 12,Coed
1938,3239,Toomelah Public School,NULL,Unnamed Road,Boggabilla,,2409,New South Wales,Australia,Primary School,-28.670903,150.478952,Comprehensive,Kinder to Year 6,Coed
1939,4366,Toongabbie East Public School,11,Portadown Road,Constitution Hill,,2145,New South Wales,Australia,Primary School,-33.797274,150.980274,Comprehensive,Kinder to Year 6,Coed
1940,3240,Toongabbie Public School,59,Fitzwilliam Road,Old Toongabbie,,2146,New South Wales,Australia,Primary School,-33.787181,150.966667,Comprehensive,Kinder to Year 6,Coed
1941,4364,Toongabbie West Public School,83,Ballandella Road,Toongabbie,,2146,New South Wales,Australia,Primary School,-33.792593,150.957238,Comprehensive,Kinder to Year 6,Coed
1942,3242,Tooraweenah Public School,NULL,John Renshaw Parkway,Tooraweenah,,2831,New South Wales,Australia,Primary School,-31.434763,148.912216,Comprehensive,Kinder to Year 6,Coed
1943,8527,Toormina High School,2,Alleena Drive,Toormina,,2452,New South Wales,Australia,Secondary School,-30.351016,153.084399,Comprehensive,Year 7 to Year 12,Coed
1944,4506,Toormina Public School,12,Cavanba Road,Toormina,,2452,New South Wales,Australia,Primary School,-30.353470,153.083350,Comprehensive,Kinder to Year 6,Coed
1945,8909,Toronto High School,5,Field Avenue,Toronto,,2283,New South Wales,Australia,Secondary School,-33.008794,151.582022,Comprehensive,Year 7 to Year 12,Coed
1946,3247,Toronto Public School,81,B53,Toronto,,2283,New South Wales,Australia,Primary School,-33.008260,151.594778,Comprehensive,Kinder to Year 6,Coed
1947,3249,Tottenham Central School,57,Merilba Street,Tottenham,,2873,New South Wales,Australia,Central/Community School,-32.245635,147.352100,Comprehensive,Kinder to Year 12,Coed
1948,3250,Toukley Public School,NULL,NULL,Noraville,,2263,New South Wales,Australia,Primary School,-33.267795,151.550307,Comprehensive,Kinder to Year 6,Coed
1949,3252,Towamba Public School,7,Towamba Street,Towamba,,2550,New South Wales,Australia,Primary School,-37.084209,149.695158,Comprehensive,Kinder to Year 6,Coed
1950,4151,Tower Street Public School,74,Tower Street,Panania,,2213,New South Wales,Australia,Primary School,-33.956383,151.007373,Comprehensive,Kinder to Year 6,Coed
1951,3866,Towradgi Public School,36,Dixon Street,Fairy Meadow,,2519,New South Wales,Australia,Primary School,-34.388937,150.899966,Comprehensive,Kinder to Year 6,Coed
1952,3254,Trangie Central School,31,Derribong Street,Trangie,,2823,New South Wales,Australia,Central/Community School,-32.032544,147.979305,Comprehensive,Kinder to Year 12,Coed
1953,3255,Tregeagle Public School,808,Tregeagle Road,Tregeagle,,2480,New South Wales,Australia,Primary School,-28.854095,153.354412,Comprehensive,Kinder to Year 6,Coed
1954,4402,Tregear Public School,NULL,NULL,Tregear,,2770,New South Wales,Australia,Primary School,-33.745883,150.794321,Comprehensive,Kinder to Year 6,Coed
1955,3259,Trundle Central School,3,Croft Street,Trundle,,2875,New South Wales,Australia,Central/Community School,-32.925365,147.709198,Comprehensive,Kinder to Year 12,Coed
1956,3260,Trunkey Public School,NULL,Carlyle Street,Trunkey Creek,,2795,New South Wales,Australia,Primary School,-33.816498,149.326253,Comprehensive,Kinder to Year 6,Coed
1957,4164,Truscott Street Public School,54,Ryrie Street,North Ryde,,2113,New South Wales,Australia,Primary School,-33.794097,151.130918,Comprehensive,Kinder to Year 6,Coed
1958,3263,Tucabia Public School,4,Cordini Street,Tucabia,,2462,New South Wales,Australia,Primary School,-29.666698,153.106575,Comprehensive,Kinder to Year 6,Coed
1959,8563,Tuggerah Lakes Secondary College Berkeley Vale Campus,6,Bermagui Place,Glenning Valley,,2261,New South Wales,Australia,Secondary School,-33.341698,151.424751,Junior College,Year 7 to Year 10,Coed
1960,8465,Tuggerah Lakes Secondary College The Entrance Campus,6,Laird Close,Shelly Beach,,2261,New South Wales,Australia,Secondary School,-33.371256,151.476613,Senior College,Year 11 to Year 12,Coed
1961,8274,Tuggerah Lakes Secondary College Tumbi Umbi Campus,150,Bellevue Road,Tumbi Umbi,,2261,New South Wales,Australia,Secondary School,-33.395596,151.454054,Junior College,Year 7 to Year 10,Coed
1962,3269,Tuggerah Public School,1,Pacific Highway,Tuggerah,,2259,New South Wales,Australia,Primary School,-33.312999,151.415571,Comprehensive,Kinder to Year 6,Coed
1963,4097,Tuggerawong Public School,48,Cadonia Road,Tuggerawong,,2259,New South Wales,Australia,Primary School,-33.279824,151.485605,Comprehensive,Kinder to Year 6,Coed
1964,3270,Tullamore Central School,3,Cardigan Street,Tullamore,,2874,New South Wales,Australia,Central/Community School,-32.636788,147.565993,Comprehensive,Kinder to Year 12,Coed
1965,3272,Tullibigeal Central School,23,Milbee Street,Tullibigeal,,2669,New South Wales,Australia,Central/Community School,-33.422886,146.722678,Comprehensive,Kinder to Year 12,Coed
1966,4649,Tullimbar Public School,8,Wingello Crescent,Tullimbar,,2527,New South Wales,Australia,Primary School,-34.575901,150.751792,Comprehensive,Kinder to Year 6,Coed
1967,4225,Tulloona Public School,774-772,Coolanga Road,Tulloona,,2400,New South Wales,Australia,Primary School,-28.868872,150.101300,Comprehensive,Kinder to Year 6,Coed
1968,8450,Tumbarumba High School,29,William Street,Tumbarumba,,2653,New South Wales,Australia,Secondary School,-35.783098,148.018245,Comprehensive,Year 7 to Year 12,Coed
1969,3275,Tumbarumba Public School,39,Bridge Street,Tumbarumba,,2653,New South Wales,Australia,Primary School,-35.776350,148.013814,Comprehensive,Kinder to Year 6,Coed
1970,3277,Tumbulgum Public School,16,Bawden Street,Tumbulgum,,2490,New South Wales,Australia,Primary School,-28.273997,153.463358,Comprehensive,Kinder to Year 6,Coed
1971,8343,Tumut High School,104,Lambie Street,Tumut,,2720,New South Wales,Australia,Secondary School,-35.312212,148.219291,Comprehensive,Year 7 to Year 12,Coed
1972,3278,Tumut Public School,71,Simpson Street,Tumut,,2720,New South Wales,Australia,Primary School,-35.302393,148.218556,Comprehensive,Kinder to Year 6,Coed
1973,4533,Tuncurry Public School,NULL,NULL,Tuncurry,,2428,New South Wales,Australia,Primary School,-32.171593,152.495134,Comprehensive,Kinder to Year 6,Coed
1974,3283,Tuntable Creek Public School,NULL,NULL,Tuntable Creek,,2480,New South Wales,Australia,Primary School,-28.631760,153.266152,Comprehensive,Kinder to Year 6,Coed
1975,8435,Turramurra High School,5,Robin Avenue,South Turramurra,,2074,New South Wales,Australia,Secondary School,-33.757307,151.114786,Comprehensive,Year 7 to Year 12,Coed
1976,3288,Turramurra North Public School,241,Bobbin Head Road,North Turramurra,,2074,New South Wales,Australia,Primary School,-33.714724,151.147816,Comprehensive,Kinder to Year 6,Coed
1977,3855,Turramurra Public School,97,The Comenarra Parkway,Turramurra,,2074,New South Wales,Australia,Primary School,-33.745258,151.114305,Comprehensive,Kinder to Year 6,Coed
1978,4144,Turvey Park Public School,11,Mair Street,Turvey Park,,2650,New South Wales,Australia,Primary School,-35.129059,147.357531,Comprehensive,Kinder to Year 6,Coed
1979,3290,Tweed Heads Public School,12,Stuart Street,Tweed Heads,,2485,New South Wales,Australia,Primary School,-28.169510,153.541571,Comprehensive,Kinder to Year 6,Coed
1980,4111,Tweed Heads South Public School,NULL,Oxley Street,Tweed Heads South,,2486,New South Wales,Australia,Primary School,-28.195346,153.539048,Comprehensive,Kinder to Year 6,Coed
1981,8370,Tweed River High School,10,Heffron Street,Tweed Heads South,,2486,New South Wales,Australia,Secondary School,-28.195651,153.541012,Comprehensive,Year 7 to Year 12,Coed
1982,3293,Tyalgum Public School,3,Coolman Street,Tyalgum,,2484,New South Wales,Australia,Primary School,-28.354475,153.204978,Comprehensive,Kinder to Year 6,Coed
1983,4503,Tyalla Public School,NULL,NULL,Coffs Harbour,,2450,New South Wales,Australia,Primary School,-30.283852,153.112362,Comprehensive,Kinder to Year 6,Coed
1984,3298,Uki Public School,1473,Kyogle Road,Uki,,2484,New South Wales,Australia,Primary School,-28.415027,153.334263,Comprehensive,Kinder to Year 6,Coed
1985,3300,Ulan Public School,34,Main Street,Ulan,,2850,New South Wales,Australia,Primary School,-32.282054,149.743473,Comprehensive,Kinder to Year 6,Coed
1986,8495,Ulladulla High School,123,Camden Street,Ulladulla,,2539,New South Wales,Australia,Secondary School,-35.358210,150.470240,Comprehensive,Year 7 to Year 12,Coed
1987,3302,Ulladulla Public School,241,Green Street,Ulladulla,,2539,New South Wales,Australia,Primary School,-35.355186,150.469434,Comprehensive,Kinder to Year 6,Coed
1988,3303,Ulmarra Public School,NULL,River Street,Ulmarra,,2462,New South Wales,Australia,Primary School,-29.629006,153.030932,Comprehensive,Kinder to Year 6,Coed
1989,3304,Ulong Public School,20-22,Hutchinson Street,Ulong,,2450,New South Wales,Australia,Primary School,-30.243019,152.884857,Comprehensive,Kinder to Year 6,Coed
1990,3305,Ultimo Public School,51,Jones Street,Ultimo,,2007,New South Wales,Australia,Primary School,-33.877674,151.195607,Comprehensive,Kinder to Year 6,Coed
1991,3995,Umina Beach Public School,NULL,NULL,Umina Beach,,2257,New South Wales,Australia,Primary School,-33.525110,151.314055,Comprehensive,Kinder to Year 6,Coed
1992,3308,Unanderra Public School,47A,Derribong Drive,Cordeaux Heights,,2526,New South Wales,Australia,Primary School,-34.445456,150.834704,Comprehensive,Kinder to Year 6,Coed
1993,3310,Undercliffe Public School,143-157,Bayview Avenue,Earlwood,,2206,New South Wales,Australia,Primary School,-33.924086,151.138601,Comprehensive,Kinder to Year 6,Coed
1994,3311,Ungarie Central School,NULL,NULL,Ungarie,,2669,New South Wales,Australia,Central/Community School,-33.637104,146.977953,Comprehensive,Kinder to Year 12,Coed
1995,3760,Upper Coopers Creek Public School,193,Coopers Creek Road,Upper Coopers Creek,,2482,New South Wales,Australia,Primary School,-28.607149,153.401937,Comprehensive,Kinder to Year 6,Coed
1996,2372,Upper Lansdowne Public School,1399,Upper Lansdowne Road,Upper Lansdowne,,2430,New South Wales,Australia,Primary School,-31.705206,152.467389,Comprehensive,Kinder to Year 6,Coed
1997,3864,Uralla Central School,24,Park Street,Uralla,,2358,New South Wales,Australia,Central/Community School,-30.641511,151.494437,Comprehensive,Kinder to Year 12,Coed
1998,3314,Urana Public School,62,William Street,Urana,,2645,New South Wales,Australia,Primary School,-35.327460,146.267129,Comprehensive,Kinder to Year 6,Coed
1999,1499,Uranquinty Public School,35,Uranquintry Street,Uranquinty,,2652,New South Wales,Australia,Primary School,-35.188793,147.249486,Comprehensive,Kinder to Year 6,Coed
2000,3316,Urbenville Public School,21,Beaury Street,Urbenville,,2475,New South Wales,Australia,Primary School,-28.473480,152.545565,Comprehensive,Kinder to Year 6,Coed
2001,3318,Urunga Public School,NULL,NULL,Urunga,,2455,New South Wales,Australia,Primary School,-30.495206,153.020428,Comprehensive,Kinder to Year 6,Coed
2002,3321,Vacy Public School,786,Gresford Road,Vacy,,2421,New South Wales,Australia,Primary School,-32.542180,151.577555,Comprehensive,Kinder to Year 6,Coed
2003,4185,Valentine Public School,NULL,NULL,Valentine,,2280,New South Wales,Australia,Primary School,-33.009147,151.642517,Comprehensive,Kinder to Year 6,Coed
2004,4508,Valley View Public School,44,Elizabeth Street,Wyoming,,2250,New South Wales,Australia,Primary School,-33.400215,151.361943,Comprehensive,Kinder to Year 6,Coed
2005,4248,Vardys Road Public School,31,Parker Street,Kings Langley,,2147,New South Wales,Australia,Primary School,-33.757148,150.942765,Comprehensive,Kinder to Year 6,Coed
2006,3325,Vaucluse Public School,24,Cambridge Avenue,Vaucluse,,2030,New South Wales,Australia,Primary School,-33.850478,151.281166,Comprehensive,Kinder to Year 6,Coed
2007,5583,Verona School,24,Ellis Parade,Yennora,,2161,New South Wales,Australia,Schools for Specific Purposes,-33.868235,150.970900,Comprehensive,Behaviour Disorder,Coed
2008,4655,Victoria Avenue Public School,62,Victoria Avenue,Concord West,,2138,New South Wales,Australia,Primary School,-33.847748,151.083379,Comprehensive,Kinder to Year 6,Coed
2009,3977,Villawood East Public School,1A,Lowana Street,Villawood,,2163,New South Wales,Australia,Primary School,-33.890154,150.986013,Comprehensive,Kinder to Year 6,Coed
2010,4065,Villawood North Public School,24,MacArthur Street,Fairfield East,,2165,New South Wales,Australia,Primary School,-33.877111,150.972454,Comprehensive,Kinder to Year 6,Coed
2011,8593,Vincentia High School,142,The Wool Road,Vincentia,,2540,New South Wales,Australia,Secondary School,-35.077698,150.662803,Comprehensive,Year 7 to Year 12,Coed
2012,4592,Vincentia Public School,16,George Caley Place,Vincentia,,2540,New South Wales,Australia,Primary School,-35.073353,150.669549,Comprehensive,Kinder to Year 6,Coed
2013,3329,Vineyard Public School,4,Bandon Road,Vineyard,,2765,New South Wales,Australia,Primary School,-33.647352,150.857935,Comprehensive,Kinder to Year 6,Coed
2014,8278,Wadalba Community School,NULL,Van Stappen Road,Wadalba,,2259,New South Wales,Australia,Central/Community School,-33.264769,151.467432,Comprehensive,Kinder to Year 12,Coed
2015,8470,Wade High School,33,Clifton Boulevard,Griffith,,2680,New South Wales,Australia,Secondary School,-34.282315,146.070718,Comprehensive,Year 7 to Year 12,Coed
2016,8142,Wagga Wagga High School,42,Coleman Street,Turvey Park,,2650,New South Wales,Australia,Secondary School,-35.124438,147.364366,Comprehensive,Year 7 to Year 12,Coed
2017,3330,Wagga Wagga Public School,70,Gurwood Street,Wagga Wagga,,2650,New South Wales,Australia,Primary School,-35.107830,147.365841,Comprehensive,Kinder to Year 6,Coed
2018,3833,Wahroonga Public School,71,Burns Road,Wahroonga,,2076,New South Wales,Australia,Primary School,-33.715583,151.128476,Comprehensive,Kinder to Year 6,Coed
2019,5631,Wairoa School,NULL,Brighton Boulevard,North Bondi,,2026,New South Wales,Australia,Schools for Specific Purposes,-33.886632,151.278496,Comprehensive,Medium / High Support needs,Coed
2020,3334,Waitara Public School,48,Myra Street,Wahroonga,,2076,New South Wales,Australia,Primary School,-33.708119,151.111586,Comprehensive,Kinder to Year 6,Coed
2021,5582,Wakefield School,37,School Road,Wakefield,,2278,New South Wales,Australia,Schools for Specific Purposes,-32.956712,151.564430,Comprehensive,Behaviour Disorder,Coed
2022,4368,Wakehurst Public School,8,Glen Street,Belrose,,2085,New South Wales,Australia,Primary School,-33.738527,151.218101,Comprehensive,Kinder to Year 6,Coed
2023,3336,Wakool Burraboi Public School,47,Flinders Street,Wakool,,2710,New South Wales,Australia,Primary School,-35.466320,144.393127,Comprehensive,Kinder to Year 6,Coed
2024,3338,Walbundrie Public School,14,Queen Street,Walbundrie,,2642,New South Wales,Australia,Primary School,-35.687427,146.726779,Comprehensive,Kinder to Year 6,Coed
2025,3340,Walcha Central School,154E,North Street,Walcha,,2354,New South Wales,Australia,Central/Community School,-30.981805,151.604194,Comprehensive,Kinder to Year 12,Coed
2026,8475,Walgett Community College - High School,51,Dewhurst Street,Walgett,,2832,New South Wales,Australia,Secondary School,-30.027113,148.118967,Comprehensive,Year 7 to Year 12,Coed
2027,3342,Walgett Community College - Primary School,45,Neilly Street,Walgett,,2832,New South Wales,Australia,Primary School,-30.020291,148.115660,Comprehensive,Kinder to Year 6,Coed
2028,3343,Walhallow Public School,NULL,NULL,Caroona,,2343,New South Wales,Australia,Primary School,-31.395070,150.426226,Comprehensive,Kinder to Year 6,Coed
2029,3352,Walla Walla Public School,17,Commercial Street,Walla Walla,,2659,New South Wales,Australia,Primary School,-35.757961,146.900625,Comprehensive,Kinder to Year 6,Coed
